id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
91,15794479.0,Yermakov,738.0,Germany,Female,35.0,4.0,113599.71,1.0,1.0,1.0,56585.2,0.0
92,15707042.0,Sagese,745.0,France,Female,57.0,8.0,0.0,1.0,1.0,0.0,102950.72,1.0
93,15609735.0,Aitken,592.0,Spain,Male,43.0,10.0,169742.64,1.0,1.0,1.0,150835.21,0.0
94,15670103.0,Y?an,707.0,France,Female,28.0,7.0,0.0,2.0,1.0,0.0,166476.95,0.0
95,15682369.0,Phelan,708.0,Spain,Male,33.0,5.0,0.0,2.0,1.0,1.0,155786.39,0.0
96,15747647.0,Onyemauchechukwu,687.0,Germany,Male,40.0,7.0,84421.84,2.0,1.0,1.0,105760.01,0.0
97,15743236.0,Ts'ao,680.0,France,Male,28.0,8.0,107749.03,1.0,1.0,0.0,153392.28,0.0
98,15595588.0,Bovee,703.0,Spain,Male,47.0,2.0,0.0,2.0,1.0,0.0,62703.38,0.0
99,15777046.0,Onyemauchechukwu,549.0,Spain,Male,41.0,5.0,0.0,2.0,1.0,0.0,182728.8,0.0
100,15779985.0,Palermo,548.0,Spain,Female,28.0,4.0,0.0,2.0,1.0,0.0,73873.65,0.0
101,15681671.0,H?,659.0,Spain,Female,33.0,7.0,0.0,2.0,1.0,0.0,122899.01,0.0
102,15631512.0,Nnonso,604.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,0.0,158750.84,0.0
103,15642098.0,Cattaneo,535.0,France,Male,37.0,5.0,0.0,1.0,0.0,1.0,82463.69,0.0
104,15698031.0,Maughan,624.0,France,Male,38.0,2.0,0.0,2.0,1.0,0.0,131886.46,0.0
105,15598846.0,Teng,676.0,France,Male,30.0,9.0,0.0,2.0,0.0,1.0,160810.85,0.0
106,15591512.0,White,694.0,Germany,Male,23.0,6.0,122724.51,1.0,0.0,1.0,166586.99,0.0
107,15777045.0,Maclean,637.0,Germany,Male,45.0,4.0,121869.88,2.0,1.0,1.0,67944.09,1.0
108,15771383.0,Fanucci,665.0,France,Male,45.0,9.0,136855.24,1.0,1.0,1.0,146041.45,0.0
109,15637650.0,Chiang,649.0,France,Male,33.0,6.0,0.0,2.0,1.0,1.0,83058.14,0.0
110,15598884.0,Ugochukwu,608.0,Spain,Female,31.0,5.0,0.0,1.0,1.0,0.0,173586.63,0.0
111,15654975.0,Onyeorulu,704.0,Germany,Female,30.0,6.0,117640.1,2.0,1.0,1.0,113950.51,0.0
112,15756610.0,Chiazagomekpere,524.0,France,Male,35.0,9.0,137726.01,1.0,0.0,0.0,79734.23,0.0
113,15793825.0,Iweobiegbulam,661.0,Spain,Male,32.0,5.0,0.0,2.0,1.0,1.0,16081.62,0.0
114,15807167.0,Tuan,633.0,France,Male,28.0,3.0,0.0,1.0,1.0,0.0,172557.71,1.0
115,15738751.0,Wilson,726.0,France,Female,37.0,4.0,0.0,1.0,1.0,1.0,67611.36,1.0
116,15618695.0,Ozerova,674.0,France,Female,26.0,5.0,0.0,2.0,1.0,0.0,103379.31,0.0
117,15627002.0,Sun,625.0,Spain,Male,36.0,8.0,136422.41,1.0,1.0,1.0,132404.64,0.0
118,15763613.0,Baryshnikov,712.0,France,Female,39.0,5.0,0.0,2.0,1.0,1.0,170980.86,0.0
119,15756920.0,Ting,591.0,Germany,Male,25.0,10.0,95231.91,1.0,1.0,1.0,161333.13,0.0
120,15574858.0,Liao,724.0,Spain,Female,37.0,8.0,116121.67,2.0,0.0,1.0,81436.68,0.0
121,15646615.0,Ts'ai,697.0,France,Female,44.0,7.0,117899.95,1.0,1.0,0.0,182495.7,0.0
122,15718673.0,Watson,637.0,Spain,Female,50.0,1.0,0.0,1.0,0.0,0.0,136859.55,1.0
123,15654489.0,H?,619.0,Spain,Female,38.0,1.0,0.0,1.0,1.0,0.0,141872.05,1.0
124,15743582.0,Chukwunonso,712.0,Spain,Male,28.0,8.0,0.0,2.0,1.0,0.0,187636.06,0.0
125,15782475.0,Yevseyev,824.0,France,Male,25.0,2.0,0.0,1.0,1.0,1.0,189428.75,0.0
126,15802368.0,Manna,628.0,France,Male,38.0,1.0,123544.0,1.0,1.0,0.0,79972.09,0.0
127,15682355.0,H?,695.0,Spain,Female,37.0,9.0,0.0,2.0,1.0,1.0,141230.07,0.0
128,15687913.0,Onyemauchechukwu,627.0,France,Female,29.0,2.0,123672.19,1.0,1.0,1.0,104000.06,0.0
129,15588372.0,Chidiebele,799.0,Germany,Female,37.0,4.0,141546.39,2.0,1.0,1.0,121073.23,0.0
130,15646936.0,Yefremova,592.0,France,Female,26.0,10.0,0.0,2.0,1.0,1.0,82938.99,0.0
131,15572728.0,Chinweuba,662.0,France,Female,34.0,7.0,0.0,2.0,1.0,0.0,162599.51,0.0
132,15783882.0,Chijindum,725.0,Germany,Male,36.0,8.0,97720.35,1.0,0.0,0.0,168460.12,0.0
133,15693902.0,Scott,563.0,France,Female,36.0,8.0,102742.91,1.0,1.0,1.0,137898.57,0.0
134,15766047.0,Iadanza,719.0,France,Female,42.0,7.0,0.0,2.0,1.0,0.0,53353.37,0.0
135,15602554.0,Aksenov,729.0,France,Female,46.0,4.0,0.0,2.0,1.0,1.0,60917.24,0.0
136,15798895.0,Ch'in,667.0,France,Female,34.0,1.0,0.0,2.0,0.0,1.0,128882.66,0.0
137,15803801.0,Chibugo,573.0,France,Female,39.0,7.0,0.0,3.0,1.0,0.0,185543.48,1.0
138,15731511.0,Shao,634.0,Germany,Male,31.0,1.0,148045.45,2.0,0.0,0.0,161579.85,0.0
139,15776985.0,Lombardo,695.0,Spain,Male,28.0,7.0,0.0,1.0,1.0,0.0,130795.52,0.0
140,15653573.0,Yashina,652.0,Spain,Male,37.0,3.0,0.0,2.0,1.0,1.0,115779.48,0.0
141,15689517.0,Hughes,731.0,France,Male,37.0,2.0,155062.8,1.0,1.0,1.0,166224.39,0.0
142,15714883.0,Hs?,707.0,Germany,Male,55.0,4.0,144235.73,1.0,1.0,0.0,81548.38,1.0
143,15791172.0,Hsing,659.0,France,Male,35.0,0.0,0.0,1.0,1.0,1.0,161848.03,0.0
144,15748986.0,Chidiebere,695.0,France,Male,64.0,1.0,0.0,1.0,1.0,1.0,53817.23,0.0
145,15613292.0,Walker,523.0,Germany,Male,46.0,4.0,96939.06,1.0,1.0,0.0,28266.9,1.0
146,15574886.0,Chikwado,712.0,France,Female,54.0,5.0,125193.96,1.0,0.0,1.0,162599.51,0.0
147,15668818.0,Chu,745.0,Germany,Male,37.0,8.0,109974.01,1.0,1.0,1.0,74564.41,0.0
148,15783629.0,Bage,703.0,Germany,Male,34.0,8.0,98765.84,1.0,1.0,1.0,47388.41,0.0
149,15705918.0,Nkemjika,636.0,France,Male,30.0,7.0,167983.17,1.0,1.0,0.0,136491.72,0.0
150,15742009.0,Fanucci,709.0,France,Male,30.0,7.0,0.0,2.0,1.0,0.0,176984.38,0.0
151,15631392.0,Wright,632.0,Spain,Male,57.0,6.0,0.0,2.0,1.0,1.0,82662.73,0.0
152,15792360.0,Mazzanti,575.0,France,Female,35.0,2.0,0.0,2.0,0.0,1.0,88842.8,0.0
153,15589496.0,Lockington,695.0,France,Female,38.0,5.0,0.0,1.0,1.0,0.0,121164.6,1.0
154,15670343.0,Liao,567.0,France,Female,34.0,5.0,0.0,2.0,1.0,1.0,153955.38,0.0
155,15758035.0,Trevisano,645.0,France,Female,38.0,5.0,0.0,1.0,1.0,0.0,120892.96,1.0
156,15641411.0,Chidiebele,678.0,Spain,Female,26.0,8.0,0.0,2.0,1.0,0.0,93874.87,0.0
157,15627203.0,Onuora,593.0,France,Male,36.0,0.0,99835.47,1.0,0.0,0.0,140197.42,0.0
158,15571917.0,Genovese,570.0,Germany,Male,34.0,4.0,125890.81,2.0,1.0,1.0,67734.79,0.0
159,15731865.0,Whitehouse,682.0,Spain,Male,38.0,7.0,0.0,2.0,0.0,0.0,60941.27,0.0
160,15777907.0,Ts'ui,653.0,Spain,Female,35.0,8.0,0.0,2.0,1.0,0.0,141210.5,0.0
161,15599126.0,Kao,591.0,France,Female,56.0,1.0,122453.46,1.0,1.0,1.0,139844.04,1.0
162,15692575.0,Ch'eng,663.0,France,Male,32.0,4.0,0.0,2.0,1.0,0.0,170528.63,0.0
163,15652700.0,Onio,576.0,Germany,Male,42.0,6.0,66350.71,2.0,1.0,0.0,142995.32,0.0
164,15788556.0,Chibugo,665.0,Spain,Female,38.0,3.0,0.0,1.0,1.0,0.0,80618.47,0.0
165,15773869.0,Trentini,807.0,Germany,Male,41.0,8.0,132578.92,2.0,1.0,1.0,177738.98,0.0
166,15594084.0,Pinto,564.0,France,Female,34.0,8.0,0.0,2.0,0.0,0.0,152876.13,0.0
167,15605698.0,Udegbulam,724.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,74858.3,0.0
168,15788183.0,Chukwudi,667.0,Germany,Female,26.0,7.0,131935.51,1.0,1.0,0.0,134878.19,0.0
169,15616380.0,Ch'eng,609.0,Spain,Female,33.0,1.0,0.0,2.0,1.0,1.0,82696.84,0.0
170,15612109.0,K'ung,633.0,France,Female,44.0,1.0,0.0,2.0,0.0,1.0,103737.82,0.0
171,15646810.0,Chukwumaobim,773.0,France,Female,41.0,2.0,0.0,1.0,1.0,1.0,126472.43,1.0
172,15765694.0,Nkemdilim,705.0,France,Female,46.0,1.0,134796.04,1.0,1.0,1.0,134732.99,0.0
173,15674573.0,Chukwudi,613.0,France,Female,43.0,0.0,0.0,2.0,1.0,1.0,108872.45,0.0
174,15809909.0,Ugochukwutubelum,759.0,France,Male,34.0,6.0,107363.4,1.0,1.0,0.0,44904.26,0.0
175,15790941.0,Ch'iu,829.0,France,Male,44.0,6.0,0.0,1.0,1.0,0.0,171706.66,0.0
176,15788291.0,Hsieh,576.0,France,Female,33.0,3.0,0.0,2.0,1.0,0.0,96832.82,0.0
177,15627377.0,Cremonesi,473.0,France,Male,39.0,4.0,124443.75,1.0,1.0,1.0,46415.09,0.0
178,15625641.0,Hsiung,711.0,France,Male,29.0,4.0,133384.66,1.0,1.0,1.0,183581.85,0.0
179,15575024.0,Ch'ien,664.0,France,Male,24.0,1.0,0.0,2.0,1.0,1.0,149575.62,0.0
180,15672357.0,Nnamdi,704.0,Spain,Male,29.0,10.0,0.0,2.0,1.0,0.0,125440.11,0.0
181,15738442.0,Hao,697.0,France,Female,56.0,9.0,0.0,2.0,1.0,1.0,149614.17,0.0
182,15777639.0,Ch'in,585.0,France,Female,35.0,9.0,0.0,1.0,1.0,1.0,145765.83,1.0
183,15629002.0,Teng,713.0,France,Female,30.0,8.0,0.0,2.0,1.0,0.0,161811.23,0.0
184,15681274.0,Blesing,673.0,Germany,Male,27.0,1.0,145081.73,1.0,0.0,1.0,111243.09,0.0
185,15690589.0,Ch'en,565.0,Germany,Male,39.0,1.0,114512.59,1.0,1.0,1.0,138871.12,1.0
186,15623202.0,Iweobiegbunam,727.0,France,Female,43.0,3.0,0.0,3.0,1.0,1.0,135925.72,1.0
187,15652693.0,Bitter,687.0,Spain,Male,27.0,9.0,0.0,2.0,1.0,0.0,153392.28,0.0
188,15744279.0,Chu,667.0,Germany,Male,42.0,5.0,162261.01,1.0,1.0,1.0,109098.39,0.0
189,15682235.0,Chiawuotu,639.0,France,Male,32.0,2.0,0.0,2.0,1.0,1.0,100998.5,0.0
190,15641626.0,Erskine,614.0,France,Male,42.0,2.0,123322.15,1.0,1.0,0.0,81642.3,0.0
191,15655389.0,Ch'eng,591.0,France,Male,30.0,6.0,0.0,2.0,0.0,0.0,94739.4,0.0
192,15641416.0,Lombardi,617.0,France,Female,38.0,9.0,154737.96,1.0,0.0,0.0,83473.82,0.0
193,15656086.0,Tuan,729.0,Germany,Male,46.0,2.0,121854.45,1.0,1.0,0.0,71379.92,1.0
194,15579914.0,Kao,633.0,Germany,Male,35.0,8.0,122314.5,2.0,1.0,0.0,180622.43,0.0
195,15700212.0,Loyau,571.0,France,Female,30.0,2.0,0.0,2.0,0.0,0.0,86935.08,0.0
196,15679810.0,Ginn,709.0,Germany,Male,28.0,3.0,110666.2,1.0,1.0,1.0,138527.56,1.0
197,15630698.0,Chukwukere,699.0,France,Female,34.0,4.0,131649.37,1.0,1.0,1.0,80593.49,0.0
198,15663410.0,Chien,657.0,France,Male,39.0,2.0,0.0,2.0,1.0,0.0,91652.43,0.0
199,15734649.0,Ch'eng,634.0,France,Male,43.0,6.0,0.0,2.0,0.0,0.0,55893.33,1.0
200,15603088.0,Burns,632.0,Germany,Female,37.0,8.0,116711.06,1.0,1.0,0.0,91406.62,1.0
201,15673591.0,Chiawuotu,569.0,Germany,Male,37.0,2.0,121827.43,1.0,0.0,0.0,79169.73,0.0
202,15572051.0,Bell,605.0,Germany,Male,32.0,8.0,123971.51,2.0,0.0,1.0,131473.31,0.0
203,15756475.0,Nnamutaezinwa,591.0,France,Female,41.0,0.0,107594.11,1.0,0.0,0.0,80582.36,1.0
204,15766272.0,Chukwudi,685.0,France,Male,39.0,7.0,0.0,1.0,1.0,1.0,120880.72,0.0
205,15600739.0,Ts'ao,685.0,France,Male,35.0,9.0,0.0,2.0,0.0,1.0,167030.51,0.0
206,15662501.0,Onyemauchechukwu,724.0,France,Male,34.0,4.0,0.0,2.0,1.0,1.0,67311.12,0.0
207,15635256.0,Lo,667.0,Spain,Male,30.0,4.0,0.0,2.0,1.0,0.0,80181.12,0.0
208,15643361.0,Ch'ien,661.0,Spain,Male,31.0,4.0,0.0,2.0,1.0,1.0,124592.84,0.0
209,15791501.0,Nwachinemelu,570.0,France,Male,33.0,7.0,0.0,1.0,0.0,0.0,75825.57,0.0
210,15734588.0,H?,745.0,France,Female,39.0,7.0,123681.46,1.0,1.0,0.0,139861.53,0.0
211,15573452.0,Olisaemeka,702.0,France,Male,37.0,5.0,0.0,1.0,0.0,0.0,126263.97,1.0
212,15596713.0,H?,705.0,Germany,Female,39.0,8.0,98362.35,1.0,0.0,1.0,62811.03,1.0
213,15738148.0,Martin,773.0,Germany,Male,43.0,1.0,114446.74,3.0,1.0,0.0,77511.45,1.0
214,15781530.0,Boulger,554.0,France,Female,51.0,8.0,0.0,1.0,1.0,0.0,170514.21,0.0
215,15570192.0,Chiu,695.0,France,Female,26.0,3.0,0.0,2.0,1.0,1.0,38960.59,0.0
216,15796834.0,Milani,729.0,Spain,Male,29.0,3.0,0.0,2.0,0.0,0.0,138780.89,0.0
217,15654211.0,Milani,558.0,Germany,Female,32.0,4.0,152622.34,1.0,1.0,1.0,160162.42,0.0
218,15674671.0,Pagnotto,687.0,France,Male,41.0,3.0,0.0,1.0,0.0,1.0,123882.73,1.0
219,15599792.0,Chinedum,714.0,France,Female,37.0,4.0,100946.71,1.0,1.0,0.0,126565.96,1.0
220,15751185.0,Ch'ang,553.0,Spain,Male,59.0,4.0,0.0,1.0,1.0,1.0,158528.24,0.0
221,15726487.0,Mazzanti,644.0,Germany,Female,45.0,8.0,130147.96,1.0,0.0,0.0,53667.08,1.0
222,15791326.0,Obiajulu,850.0,France,Female,66.0,5.0,0.0,2.0,1.0,1.0,124874.23,0.0
223,15602496.0,Hsueh,539.0,Germany,Female,50.0,4.0,122570.69,1.0,1.0,0.0,52462.25,0.0
224,15792360.0,K?,686.0,France,Female,46.0,6.0,0.0,1.0,1.0,0.0,73977.23,1.0
225,15765520.0,Lo,769.0,France,Female,37.0,4.0,0.0,2.0,1.0,1.0,9983.88,0.0
226,15627665.0,Ogochukwu,669.0,France,Female,34.0,9.0,0.0,2.0,1.0,1.0,107964.36,0.0
227,15604576.0,Fanucci,644.0,Spain,Female,42.0,4.0,0.0,2.0,1.0,0.0,138700.75,0.0
228,15668081.0,Chukwuhaenye,657.0,Spain,Male,58.0,3.0,154969.79,1.0,1.0,0.0,77866.91,1.0
229,15572021.0,Hsiao,706.0,Spain,Male,56.0,8.0,0.0,1.0,1.0,1.0,141210.18,1.0
230,15682355.0,Okwudilichukwu,682.0,Spain,Male,50.0,7.0,0.0,1.0,1.0,1.0,160576.55,1.0
231,15803378.0,Uvarov,530.0,Spain,Female,48.0,9.0,0.0,1.0,0.0,0.0,60778.11,0.0
232,15620758.0,Martin,814.0,France,Male,42.0,3.0,166594.78,1.0,1.0,0.0,149536.15,0.0
233,15681204.0,Lai,841.0,France,Female,33.0,5.0,0.0,1.0,1.0,0.0,123850.58,0.0
234,15737080.0,Onyekachi,676.0,France,Male,55.0,2.0,0.0,2.0,0.0,1.0,101728.46,0.0
235,15587562.0,Cattaneo,592.0,France,Female,43.0,3.0,0.0,1.0,0.0,0.0,93901.61,1.0
236,15704340.0,Chineze,646.0,France,Female,42.0,5.0,120105.43,1.0,1.0,0.0,102397.22,0.0
237,15667424.0,Mazzanti,793.0,Germany,Male,42.0,5.0,127120.62,1.0,1.0,0.0,9984.4,0.0
238,15763063.0,Nwora,582.0,France,Male,46.0,9.0,116099.82,2.0,1.0,0.0,89566.64,1.0
239,15750649.0,K'ung,724.0,France,Female,34.0,1.0,0.0,2.0,1.0,1.0,121311.12,0.0
240,15773421.0,Hs?,683.0,France,Male,26.0,7.0,123906.55,1.0,1.0,1.0,111184.67,0.0
241,15798943.0,Chin,721.0,France,Male,35.0,5.0,0.0,2.0,1.0,1.0,53784.22,0.0
